regulator,target,sign,K,half_response,hill_coefficient,source,mode,pmids
Nfkb1,Tlr2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11254708;11739511
Nfkb1,Tlr4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11544529;10102579
Ets1,Tlr4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15537384
Spi1,Tlr4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16093364
Pax6,Tlr4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15558475
Egr1,Tnf,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17567466;18651635;11739517;11856733;11997234;12509451;15940638
Spi1,Tnf,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19646961;22454293
Twist1,Tnf,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,16831897
Irf1,Tnf,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,25957166;18802049
Crebbp,Tnf,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10760264;12509451
Nfkb1,Tnfaip3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364;16936197;19343319
Rela,Tnfaip3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364;19343319
Rel,Tnfaip3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364
Usf1,Tnfaip3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24487321
Nfkb1,Tnfrsf25,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15242537
Sp1,Tnfsf11,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16052479
Nfe2l2,Tnfsf11,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,23085426
Esr1,Tnfsf11,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11356664
Rela,Tnfsf13b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17869641
Smad3,Tnfsf13b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18334541
Smad4,Tnfsf13b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18334541
Ep300,Tnfsf13b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17869641
Smad3,Tpsab1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16730810
Smad4,Tpsab1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16730810
Fos,Tpsab1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16730810
Sp1,Tpt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14755691;11997040;21858218
Trp53,Tpt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12165856;21245169;24067374;9177263;10753197;11420662;18769132;19789303;20395368;22989750
Smad3,Tpt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14755691
Tcf3,Tpt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18941177
Pitx2,Tpt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20816801
Foxo1,Trib3,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,16906224
Ppara,Trib3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15107844
Nfkb1,Trp53,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,10348347;17898080;15044535
Jun,Trp53,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,10072388;22859294;10348347
Stat3,Trp53,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,16107692
Egr1,Trp53,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15958557
E2f1,Trp53,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,8557038;11314026
Trp53,Trp73,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17693405;16990849
Rela,Trp73,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,16953234
Egr1,Trp73,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16990849;23149912
Myod1,Trp73,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16007124
Rela,Twist1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22253230;25368381
Stat3,Twist1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23161342
Ctnnb1,Twist1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23095887;12702582
Sp1,Txlng,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23463631
Sp3,Txlng,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,23463631
Ppara,Ucp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19710929
Pparg,Ucp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11150307;20360005
Sirt1,Ucp2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,18005249
Sp1,Ucp3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24391766
Sp3,Ucp3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24391766
Ppara,Ucp3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11259402;16857752;24391766;10342807
Pparg,Ucp3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20360005
Nfe2l2,Ugt1a6a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19474220
Ahr,Ugt1a6a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19474220
Nfkb1,Upp1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20544543;16397116
Rela,Upp1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20544543
Stat1,Upp1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20544543
Pou5f1,Utf1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15923625;10409735
Sox2,Utf1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15923625;10409735
Nfkb1,Vcam1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12604365;17993261;18025230;20966071
Stat3,Vegfa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17557905;18021292
Sp3,Vegfa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14662796;9264407
Ctnnb1,Vegfa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12810642
Smad3,Vegfa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17053163
E2f1,Vegfa,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,16835303
Nfkb1,Wap,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14976147
Pax6,Wnt7b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11222670
Foxa2,Wnt7b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11914369
Nfkb1,Wt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9572484;11243407
Rela,Wt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9572484;11243407
Rel,Wt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9572484
Pou5f1,Xist,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,21085182
Sox2,Xist,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,21085182
Nanog,Xist,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,21085182
Sp1,Zbtb14,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9618270
